2026-05-06T13:25:28.001597 | I | worker_oc_service_create_impl.cpp:56 | kvc-jingpai-worker-7b9d7c9dfc-lkcph | 11:291 | 22cf1e5c-e85a-4780-9161-866904145aaf | jingpai |  [Create] Receive create meta request, clientId: b36a6a9f-36bb-4dc7-af27-52a37566659e, objectKey: kv_test_13_0_27066725843790_0, cacheType: 0, size: 8388608
2026-05-06T13:25:28.068636 | I | worker_oc_service_publish_impl.cpp:134 | kvc-jingpai-worker-7b9d7c9dfc-lkcph | 11:293 | cf2a3682-59f0-44bd-b55f-9ea07fab812e | jingpai |  Create meta to master[192.168.52.253:31402], src=192.168.189.125:31402, dst=192.168.52.253:31402
2026-05-06T13:25:28.068911 | I | worker_oc_service_publish_impl.cpp:253 | kvc-jingpai-worker-7b9d7c9dfc-lkcph | 11:293 | cf2a3682-59f0-44bd-b55f-9ea07fab812e | jingpai |  Request to master success
2026-05-06T13:25:28.068915 | I | worker_oc_service_publish_impl.cpp:399 | kvc-jingpai-worker-7b9d7c9dfc-lkcph | 11:293 | cf2a3682-59f0-44bd-b55f-9ea07fab812e | jingpai |  Put success
2026-05-06T13:25:28.068922 | I | worker_oc_service_publish_impl.cpp:425 | kvc-jingpai-worker-7b9d7c9dfc-lkcph | 11:293 | cf2a3682-59f0-44bd-b55f-9ea07fab812e | jingpai |  The operations of worker Publish exceed 3ms: {}
2026-05-06T13:25:28.076218 | I | worker_oc_service_create_impl.cpp:56 | kvc-jingpai-worker-7b9d7c9dfc-lkcph | 11:291 | ebc2909f-b987-45e0-88ca-4edf7e27a50e | jingpai |  [Create] Receive create meta request, clientId: b36a6a9f-36bb-4dc7-af27-52a37566659e, objectKey: kv_test_13_0_27066800478300_0, cacheType: 0, size: 8388608
2026-05-06T13:25:28.076236 | I | worker_oc_service_create_impl.cpp:80 | kvc-jingpai-worker-7b9d7c9dfc-lkcph | 11:291 | ebc2909f-b987-45e0-88ca-4edf7e27a50e | jingpai |  [Client b36a6a9f-36bb-4dc7-af27-52a37566659e] [ObjectKey kv_test_13_0_27066800478300_0] The operations of worker Create exceed 3ms: {}
2026-05-06T13:25:28.076615 | I | worker_oc_service_publish_impl.cpp:357 | kvc-jingpai-worker-7b9d7c9dfc-lkcph | 11:292 | ebc2909f-b987-45e0-88ca-4edf7e27a50e | jingpai |  [ObjectKey kv_test_13_0_27066800478300_0] is being publishing [Sz: 8388608].
2026-05-06T13:25:28.076622 | I | worker_oc_service_publish_impl.cpp:310 | kvc-jingpai-worker-7b9d7c9dfc-lkcph | 11:292 | ebc2909f-b987-45e0-88ca-4edf7e27a50e | jingpai |  Client b36a6a9f-36bb-4dc7-af27-52a37566659e is putting the object kv_test_13_0_27066800478300_0, ReserveGetAndLock elapsed 0 ms.
2026-05-06T13:25:28.076626 | I | worker_oc_service_publish_impl.cpp:249 | kvc-jingpai-worker-7b9d7c9dfc-lkcph | 11:292 | ebc2909f-b987-45e0-88ca-4edf7e27a50e | jingpai |  Current life state: 0, next state: 1, ttl second: 5.
2026-05-06T13:25:28.076637 | I | worker_oc_service_publish_impl.cpp:134 | kvc-jingpai-worker-7b9d7c9dfc-lkcph | 11:292 | ebc2909f-b987-45e0-88ca-4edf7e27a50e | jingpai |  Create meta to master[192.168.210.189:31402], src=192.168.189.125:31402, dst=192.168.210.189:31402
2026-05-06T13:25:28.076907 | I | worker_oc_service_publish_impl.cpp:253 | kvc-jingpai-worker-7b9d7c9dfc-lkcph | 11:292 | ebc2909f-b987-45e0-88ca-4edf7e27a50e | jingpai |  Request to master success
2026-05-06T13:25:28.076911 | I | worker_oc_service_publish_impl.cpp:399 | kvc-jingpai-worker-7b9d7c9dfc-lkcph | 11:292 | ebc2909f-b987-45e0-88ca-4edf7e27a50e | jingpai |  Put success
2026-05-06T13:25:28.076920 | I | worker_oc_service_publish_impl.cpp:425 | kvc-jingpai-worker-7b9d7c9dfc-lkcph | 11:292 | ebc2909f-b987-45e0-88ca-4edf7e27a50e | jingpai |  The operations of worker Publish exceed 3ms: {}
2026-05-06T13:25:28.092983 | I | worker_oc_service_create_impl.cpp:56 | kvc-jingpai-worker-7b9d7c9dfc-lkcph | 11:295 | ba5d1505-00f0-4fa3-bf71-bbad51bfc2f0 | jingpai |  [Create] Receive create meta request, clientId: b36a6a9f-36bb-4dc7-af27-52a37566659e, objectKey: kv_test_13_0_27066817219050_0, cacheType: 0, size: 8388608
2026-05-06T13:25:28.093000 | I | worker_oc_service_create_impl.cpp:80 | kvc-jingpai-worker-7b9d7c9dfc-lkcph | 11:295 | ba5d1505-00f0-4fa3-bf71-bbad51bfc2f0 | jingpai |  [Client b36a6a9f-36bb-4dc7-af27-52a37566659e] [ObjectKey kv_test_13_0_27066817219050_0] The operations of worker Create exceed 3ms: {}
2026-05-06T13:25:28.093373 | I | worker_oc_service_publish_impl.cpp:357 | kvc-jingpai-worker-7b9d7c9dfc-lkcph | 11:294 | ba5d1505-00f0-4fa3-bf71-bbad51bfc2f0 | jingpai |  [ObjectKey kv_test_13_0_27066817219050_0] is being publishing [Sz: 8388608].
2026-05-06T13:25:28.093383 | I | worker_oc_service_publish_impl.cpp:249 | kvc-jingpai-worker-7b9d7c9dfc-lkcph | 11:294 | ba5d1505-00f0-4fa3-bf71-bbad51bfc2f0 | jingpai |  Current life state: 0, next state: 1, ttl second: 5.
2026-05-06T13:25:28.093390 | I | worker_oc_service_publish_impl.cpp:134 | kvc-jingpai-worker-7b9d7c9dfc-lkcph | 11:294 | ba5d1505-00f0-4fa3-bf71-bbad51bfc2f0 | jingpai |  Create meta to master[192.168.215.61:31402], src=192.168.189.125:31402, dst=192.168.215.61:31402
2026-05-06T13:25:28.093379 | I | worker_oc_service_publish_impl.cpp:310 | kvc-jingpai-worker-7b9d7c9dfc-lkcph | 11:294 | ba5d1505-00f0-4fa3-bf71-bbad51bfc2f0 | jingpai |  Client b36a6a9f-36bb-4dc7-af27-52a37566659e is putting the object kv_test_13_0_27066817219050_0, ReserveGetAndLock elapsed 0 ms.
2026-05-06T13:25:28.093651 | I | worker_oc_service_publish_impl.cpp:253 | kvc-jingpai-worker-7b9d7c9dfc-lkcph | 11:294 | ba5d1505-00f0-4fa3-bf71-bbad51bfc2f0 | jingpai |  Request to master success
2026-05-06T13:25:28.093655 | I | worker_oc_service_publish_impl.cpp:399 | kvc-jingpai-worker-7b9d7c9dfc-lkcph | 11:294 | ba5d1505-00f0-4fa3-bf71-bbad51bfc2f0 | jingpai |  Put success
2026-05-06T13:25:28.093662 | I | worker_oc_service_publish_impl.cpp:425 | kvc-jingpai-worker-7b9d7c9dfc-lkcph | 11:294 | ba5d1505-00f0-4fa3-bf71-bbad51bfc2f0 | jingpai |  The operations of worker Publish exceed 3ms: {}
2026-05-06T13:25:28.107979 | I | master_oc_service_impl.cpp:123 | kvc-jingpai-worker-7b9d7c9dfc-lkcph | 11:281 | 45583daf-8893-4c3b-b78c-cb96842944ce | jingpai |  Processing CreateMetaReq, redirect: 1, src=192.168.215.61:31402, dst=192.168.189.125:31402
2026-05-06T13:25:28.113276 | I | worker_oc_service_create_impl.cpp:56 | kvc-jingpai-worker-7b9d7c9dfc-lkcph | 11:296 | ec5dd50d-64e5-49d6-9708-2e0ba4e3119e | jingpai |  [Create] Receive create meta request, clientId: b36a6a9f-36bb-4dc7-af27-52a37566659e, objectKey: kv_test_13_0_27066837515770_0, cacheType: 0, size: 8388608
2026-05-06T13:25:28.113298 | I | worker_oc_service_create_impl.cpp:80 | kvc-jingpai-worker-7b9d7c9dfc-lkcph | 11:296 | ec5dd50d-64e5-49d6-9708-2e0ba4e3119e | jingpai |  [Client b36a6a9f-36bb-4dc7-af27-52a37566659e] [ObjectKey kv_test_13_0_27066837515770_0] The operations of worker Create exceed 3ms: {}
2026-05-06T13:25:28.113688 | I | worker_oc_service_publish_impl.cpp:357 | kvc-jingpai-worker-7b9d7c9dfc-lkcph | 11:289 | ec5dd50d-64e5-49d6-9708-2e0ba4e3119e | jingpai |  [ObjectKey kv_test_13_0_27066837515770_0] is being publishing [Sz: 8388608].
2026-05-06T13:25:28.113694 | I | worker_oc_service_publish_impl.cpp:310 | kvc-jingpai-worker-7b9d7c9dfc-lkcph | 11:289 | ec5dd50d-64e5-49d6-9708-2e0ba4e3119e | jingpai |  Client b36a6a9f-36bb-4dc7-af27-52a37566659e is putting the object kv_test_13_0_27066837515770_0, ReserveGetAndLock elapsed 0 ms.
2026-05-06T13:25:28.113698 | I | worker_oc_service_publish_impl.cpp:249 | kvc-jingpai-worker-7b9d7c9dfc-lkcph | 11:289 | ec5dd50d-64e5-49d6-9708-2e0ba4e3119e | jingpai |  Current life state: 0, next state: 1, ttl second: 5.
2026-05-06T13:25:28.113706 | I | worker_oc_service_publish_impl.cpp:134 | kvc-jingpai-worker-7b9d7c9dfc-lkcph | 11:289 | ec5dd50d-64e5-49d6-9708-2e0ba4e3119e | jingpai |  Create meta to master[192.168.199.189:31402], src=192.168.189.125:31402, dst=192.168.199.189:31402
2026-05-06T13:25:28.113970 | I | worker_oc_service_publish_impl.cpp:253 | kvc-jingpai-worker-7b9d7c9dfc-lkcph | 11:289 | ec5dd50d-64e5-49d6-9708-2e0ba4e3119e | jingpai |  Request to master success
2026-05-06T13:25:28.113974 | I | worker_oc_service_publish_impl.cpp:399 | kvc-jingpai-worker-7b9d7c9dfc-lkcph | 11:289 | ec5dd50d-64e5-49d6-9708-2e0ba4e3119e | jingpai |  Put success
2026-05-06T13:25:28.113980 | I | worker_oc_service_publish_impl.cpp:425 | kvc-jingpai-worker-7b9d7c9dfc-lkcph | 11:289 | ec5dd50d-64e5-49d6-9708-2e0ba4e3119e | jingpai |  The operations of worker Publish exceed 3ms: {}
2026-05-06T13:25:28.115272 | I | worker_oc_service_get_impl.cpp:130 | kvc-jingpai-worker-7b9d7c9dfc-lkcph | 11:290 | 31c19803-2956-45a3-a17e-c430211bb464 | jingpai |  Get start from client:350ff4e4-d42a-48b5-bbdc-fc49059a309f server api read elapsed ms: 0.00311 inflight remote get request count: 0
2026-05-06T13:25:28.115289 | I | worker_oc_service_get_impl.cpp:165 | kvc-jingpai-worker-7b9d7c9dfc-lkcph | 11:201 | 31c19803-2956-45a3-a17e-c430211bb464 | jingpai |  Process Get from client: 350ff4e4-d42a-48b5-bbdc-fc49059a309f, objects: kv_test_11_0_28510673235560_0, get threads Statistics: idle(7),total(8),wait(0), elapsed ms: 0, remainingTime: 898
2026-05-06T13:25:28.115308 | I | worker_oc_service_get_impl.cpp:1749 | kvc-jingpai-worker-7b9d7c9dfc-lkcph | 11:201 | 31c19803-2956-45a3-a17e-c430211bb464 | jingpai |  Query metadata from master: 192.168.52.253:31402, objects: kv_test_11_0_28510673235560_0, request id: 115e07bb-b592-4386-8a25-a60fed853a8c, remainingTime:896ms
2026-05-06T13:25:28.115527 | I | worker_oc_service_get_impl.cpp:130 | kvc-jingpai-worker-7b9d7c9dfc-lkcph | 11:293 | 5adf513b-9c49-44ce-a30f-2686635b1fc6 | jingpai |  Get start from client:b36a6a9f-36bb-4dc7-af27-52a37566659e server api read elapsed ms: 0.00258 inflight remote get request count: 0
2026-05-06T13:25:28.115539 | I | worker_oc_service_get_impl.cpp:165 | kvc-jingpai-worker-7b9d7c9dfc-lkcph | 11:203 | 5adf513b-9c49-44ce-a30f-2686635b1fc6 | jingpai |  Process Get from client: b36a6a9f-36bb-4dc7-af27-52a37566659e, objects: kv_test_4_0_28506672426850_0, get threads Statistics: idle(6),total(8),wait(0), elapsed ms: 0, remainingTime: 898
2026-05-06T13:25:28.115553 | I | worker_oc_service_get_impl.cpp:1749 | kvc-jingpai-worker-7b9d7c9dfc-lkcph | 11:203 | 5adf513b-9c49-44ce-a30f-2686635b1fc6 | jingpai |  Query metadata from master: 192.168.219.127:31402, objects: kv_test_4_0_28506672426850_0, request id: af8f5855-7a26-4ff3-ab56-91cd7beea7ea, remainingTime:896ms
2026-05-06T13:25:28.115604 | I | worker_oc_service_get_impl.cpp:778 | kvc-jingpai-worker-7b9d7c9dfc-lkcph | 11:201 | 31c19803-2956-45a3-a17e-c430211bb464 | jingpai |  Query meta success: target num 1, success num 1, elapsed 0.302 ms
2026-05-06T13:25:28.115629 | I | worker_oc_service_batch_get_impl.cpp:607 | kvc-jingpai-worker-7b9d7c9dfc-lkcph | 11:201 | 31c19803-2956-45a3-a17e-c430211bb464 | jingpai |  Remote get request:[batch] objects count[1], src=192.168.189.125:31402, dst=192.168.199.189:31402
2026-05-06T13:25:28.115852 | I | worker_oc_service_get_impl.cpp:778 | kvc-jingpai-worker-7b9d7c9dfc-lkcph | 11:203 | 5adf513b-9c49-44ce-a30f-2686635b1fc6 | jingpai |  Query meta success: target num 1, success num 1, elapsed 0.303 ms
2026-05-06T13:25:28.115865 | I | worker_oc_service_batch_get_impl.cpp:607 | kvc-jingpai-worker-7b9d7c9dfc-lkcph | 11:203 | 5adf513b-9c49-44ce-a30f-2686635b1fc6 | jingpai |  Remote get request:[batch] objects count[1], src=192.168.189.125:31402, dst=192.168.210.189:31402
2026-05-06T13:25:28.116233 | I | worker_request_manager.cpp:629 | kvc-jingpai-worker-7b9d7c9dfc-lkcph | 11:204 |  | jingpai |  Start to delete objects (kv_test_11_0_28510673235560_0, 1778045128161972)
2026-05-06T13:25:28.116238 | I | worker_oc_service_get_impl.cpp:193 | kvc-jingpai-worker-7b9d7c9dfc-lkcph | 11:201 | 31c19803-2956-45a3-a17e-c430211bb464 | jingpai |  Process Get done, clientId: 350ff4e4-d42a-48b5-bbdc-fc49059a309f, objectKeys: kv_test_11_0_28510673235560_0, subTimeout: 0, get threads Statistics: idle(5),total(8),wait(0).The operations of worker Get exceed 3ms: {}
2026-05-06T13:25:28.116432 | I | worker_request_manager.cpp:629 | kvc-jingpai-worker-7b9d7c9dfc-lkcph | 11:205 |  | jingpai |  Start to delete objects (kv_test_4_0_28506672426850_0, 1778045128118854)
2026-05-06T13:25:28.116433 | I | worker_oc_service_get_impl.cpp:193 | kvc-jingpai-worker-7b9d7c9dfc-lkcph | 11:203 | 5adf513b-9c49-44ce-a30f-2686635b1fc6 | jingpai |  Process Get done, clientId: b36a6a9f-36bb-4dc7-af27-52a37566659e, objectKeys: kv_test_4_0_28506672426850_0, subTimeout: 0, get threads Statistics: idle(6),total(8),wait(0).The operations of worker Get exceed 3ms: {}
2026-05-06T13:25:28.130919 | I | worker_oc_service_create_impl.cpp:56 | kvc-jingpai-worker-7b9d7c9dfc-lkcph | 11:291 | 9cff2d85-7cb0-40f2-a2c6-ed092bb8f536 | jingpai |  [Create] Receive create meta request, clientId: b36a6a9f-36bb-4dc7-af27-52a37566659e, objectKey: kv_test_13_0_27066855168980_0, cacheType: 0, size: 8388608
2026-05-06T13:25:28.130938 | I | worker_oc_service_create_impl.cpp:80 | kvc-jingpai-worker-7b9d7c9dfc-lkcph | 11:291 | 9cff2d85-7cb0-40f2-a2c6-ed092bb8f536 | jingpai |  [Client b36a6a9f-36bb-4dc7-af27-52a37566659e] [ObjectKey kv_test_13_0_27066855168980_0] The operations of worker Create exceed 3ms: {}
2026-05-06T13:25:28.131338 | I | worker_oc_service_publish_impl.cpp:357 | kvc-jingpai-worker-7b9d7c9dfc-lkcph | 11:292 | 9cff2d85-7cb0-40f2-a2c6-ed092bb8f536 | jingpai |  [ObjectKey kv_test_13_0_27066855168980_0] is being publishing [Sz: 8388608].
2026-05-06T13:25:28.131347 | I | worker_oc_service_publish_impl.cpp:310 | kvc-jingpai-worker-7b9d7c9dfc-lkcph | 11:292 | 9cff2d85-7cb0-40f2-a2c6-ed092bb8f536 | jingpai |  Client b36a6a9f-36bb-4dc7-af27-52a37566659e is putting the object kv_test_13_0_27066855168980_0, ReserveGetAndLock elapsed 0 ms.
2026-05-06T13:25:28.131350 | I | worker_oc_service_publish_impl.cpp:249 | kvc-jingpai-worker-7b9d7c9dfc-lkcph | 11:292 | 9cff2d85-7cb0-40f2-a2c6-ed092bb8f536 | jingpai |  Current life state: 0, next state: 1, ttl second: 5.
2026-05-06T13:25:28.131361 | I | worker_oc_service_publish_impl.cpp:134 | kvc-jingpai-worker-7b9d7c9dfc-lkcph | 11:292 | 9cff2d85-7cb0-40f2-a2c6-ed092bb8f536 | jingpai |  Create meta to master[192.168.102.125:31402], src=192.168.189.125:31402, dst=192.168.102.125:31402
2026-05-06T13:25:28.131634 | I | worker_oc_service_publish_impl.cpp:253 | kvc-jingpai-worker-7b9d7c9dfc-lkcph | 11:292 | 9cff2d85-7cb0-40f2-a2c6-ed092bb8f536 | jingpai |  Request to master success
2026-05-06T13:25:28.131639 | I | worker_oc_service_publish_impl.cpp:399 | kvc-jingpai-worker-7b9d7c9dfc-lkcph | 11:292 | 9cff2d85-7cb0-40f2-a2c6-ed092bb8f536 | jingpai |  Put success
2026-05-06T13:25:28.131647 | I | worker_oc_service_publish_impl.cpp:425 | kvc-jingpai-worker-7b9d7c9dfc-lkcph | 11:292 | 9cff2d85-7cb0-40f2-a2c6-ed092bb8f536 | jingpai |  The operations of worker Publish exceed 3ms: {}
2026-05-06T13:25:28.132722 | I | worker_worker_oc_service_impl.cpp:693 | kvc-jingpai-worker-7b9d7c9dfc-lkcph | 11:298 | ecdd5fd1-6e88-459f-a2d8-692c300676cd | jingpai |  BatchGetObjectRemote request (objectKey, requestId, readOffset, readSize): (kv_test_13_0_27066855168980_0,,0,8388608) remainingTime:895ms, src=192.168.233.125:31402, dst=192.168.189.125:31402
2026-05-06T13:25:28.132729 | I | worker_worker_oc_service_impl.cpp:196 | kvc-jingpai-worker-7b9d7c9dfc-lkcph | 11:298 | ecdd5fd1-6e88-459f-a2d8-692c300676cd | jingpai |  Processing pull object[kv_test_13_0_27066855168980_0] offset[0] size[8388608], src=192.168.233.125:31402, dst=192.168.189.125:31402
2026-05-06T13:25:28.132744 | I | urma_manager.cpp:1297 | kvc-jingpai-worker-7b9d7c9dfc-lkcph | 11:298 | ecdd5fd1-6e88-459f-a2d8-692c300676cd | jingpai |  URMA write useNumaAffinity:1src:2, dst:1, jetty id:1037, urma_inflight_wr_count:5
2026-05-06T13:25:28.133005 | I | urma_manager.cpp:852 | kvc-jingpai-worker-7b9d7c9dfc-lkcph | 11:298 | ecdd5fd1-6e88-459f-a2d8-692c300676cd | jingpai |  [URMA_ELAPSED_TOTAL]: Waiting URMA jfc event done after urma_post_jetty_send_wr cost 0.24272ms, request id:39, src address:192.168.189.125:31402, target address:192.168.233.125:31402, dataSize:8388608, cpuid:22, status: code: [OK], msg: [], urma_inflight_wr_count: 5, suggest: check whether URMA_ELAPSED_THREAD_SHED/URMA_ELAPSED_POLL_JFC/URMA_ELAPSED_NOTIFY logs appear in the same time window; if none appear, check URMA and UDMA
2026-05-06T13:25:28.149025 | I | worker_oc_service_create_impl.cpp:56 | kvc-jingpai-worker-7b9d7c9dfc-lkcph | 11:295 | 97fa8daa-c929-4371-845e-3251ffb0c220 | jingpai |  [Create] Receive create meta request, clientId: b36a6a9f-36bb-4dc7-af27-52a37566659e, objectKey: kv_test_13_0_27066873329700_0, cacheType: 0, size: 8388608
2026-05-06T13:25:28.149040 | I | worker_oc_service_create_impl.cpp:80 | kvc-jingpai-worker-7b9d7c9dfc-lkcph | 11:295 | 97fa8daa-c929-4371-845e-3251ffb0c220 | jingpai |  [Client b36a6a9f-36bb-4dc7-af27-52a37566659e] [ObjectKey kv_test_13_0_27066873329700_0] The operations of worker Create exceed 3ms: {}
2026-05-06T13:25:28.149430 | I | worker_oc_service_publish_impl.cpp:357 | kvc-jingpai-worker-7b9d7c9dfc-lkcph | 11:294 | 97fa8daa-c929-4371-845e-3251ffb0c220 | jingpai |  [ObjectKey kv_test_13_0_27066873329700_0] is being publishing [Sz: 8388608].
2026-05-06T13:25:28.149436 | I | worker_oc_service_publish_impl.cpp:310 | kvc-jingpai-worker-7b9d7c9dfc-lkcph | 11:294 | 97fa8daa-c929-4371-845e-3251ffb0c220 | jingpai |  Client b36a6a9f-36bb-4dc7-af27-52a37566659e is putting the object kv_test_13_0_27066873329700_0, ReserveGetAndLock elapsed 0 ms.
2026-05-06T13:25:28.149440 | I | worker_oc_service_publish_impl.cpp:249 | kvc-jingpai-worker-7b9d7c9dfc-lkcph | 11:294 | 97fa8daa-c929-4371-845e-3251ffb0c220 | jingpai |  Current life state: 0, next state: 1, ttl second: 5.
2026-05-06T13:25:28.149450 | I | worker_oc_service_publish_impl.cpp:134 | kvc-jingpai-worker-7b9d7c9dfc-lkcph | 11:294 | 97fa8daa-c929-4371-845e-3251ffb0c220 | jingpai |  Create meta to master[192.168.233.125:31402], src=192.168.189.125:31402, dst=192.168.233.125:31402
2026-05-06T13:25:28.149732 | I | worker_oc_service_publish_impl.cpp:253 | kvc-jingpai-worker-7b9d7c9dfc-lkcph | 11:294 | 97fa8daa-c929-4371-845e-3251ffb0c220 | jingpai |  Request to master success
2026-05-06T13:25:28.149736 | I | worker_oc_service_publish_impl.cpp:399 | kvc-jingpai-worker-7b9d7c9dfc-lkcph | 11:294 | 97fa8daa-c929-4371-845e-3251ffb0c220 | jingpai |  Put success
2026-05-06T13:25:28.149744 | I | worker_oc_service_publish_impl.cpp:425 | kvc-jingpai-worker-7b9d7c9dfc-lkcph | 11:294 | 97fa8daa-c929-4371-845e-3251ffb0c220 | jingpai |  The operations of worker Publish exceed 3ms: {}
2026-05-06T13:25:28.159052 | I | worker_oc_service_create_impl.cpp:56 | kvc-jingpai-worker-7b9d7c9dfc-lkcph | 11:296 | cb9ebc35-323f-458e-be5a-e9f82f533b07 | jingpai |  [Create] Receive create meta request, clientId: b36a6a9f-36bb-4dc7-af27-52a37566659e, objectKey: kv_test_13_0_27066883304170_0, cacheType: 0, size: 8388608
2026-05-06T13:25:28.159068 | I | worker_oc_service_create_impl.cpp:80 | kvc-jingpai-worker-7b9d7c9dfc-lkcph | 11:296 | cb9ebc35-323f-458e-be5a-e9f82f533b07 | jingpai |  [Client b36a6a9f-36bb-4dc7-af27-52a37566659e] [ObjectKey kv_test_13_0_27066883304170_0] The operations of worker Create exceed 3ms: {}
2026-05-06T13:25:28.159478 | I | worker_oc_service_publish_impl.cpp:357 | kvc-jingpai-worker-7b9d7c9dfc-lkcph | 11:289 | cb9ebc35-323f-458e-be5a-e9f82f533b07 | jingpai |  [ObjectKey kv_test_13_0_27066883304170_0] is being publishing [Sz: 8388608].
2026-05-06T13:25:28.159483 | I | worker_oc_service_publish_impl.cpp:310 | kvc-jingpai-worker-7b9d7c9dfc-lkcph | 11:289 | cb9ebc35-323f-458e-be5a-e9f82f533b07 | jingpai |  Client b36a6a9f-36bb-4dc7-af27-52a37566659e is putting the object kv_test_13_0_27066883304170_0, ReserveGetAndLock elapsed 0 ms.
2026-05-06T13:25:28.159486 | I | worker_oc_service_publish_impl.cpp:249 | kvc-jingpai-worker-7b9d7c9dfc-lkcph | 11:289 | cb9ebc35-323f-458e-be5a-e9f82f533b07 | jingpai |  Current life state: 0, next state: 1, ttl second: 5.
2026-05-06T13:25:28.159494 | I | worker_oc_service_publish_impl.cpp:134 | kvc-jingpai-worker-7b9d7c9dfc-lkcph | 11:289 | cb9ebc35-323f-458e-be5a-e9f82f533b07 | jingpai |  Create meta to master[192.168.219.127:31402], src=192.168.189.125:31402, dst=192.168.219.127:31402
2026-05-06T13:25:28.159781 | I | worker_oc_service_publish_impl.cpp:253 | kvc-jingpai-worker-7b9d7c9dfc-lkcph | 11:289 | cb9ebc35-323f-458e-be5a-e9f82f533b07 | jingpai |  Request to master success
2026-05-06T13:25:28.159785 | I | worker_oc_service_publish_impl.cpp:399 | kvc-jingpai-worker-7b9d7c9dfc-lkcph | 11:289 | cb9ebc35-323f-458e-be5a-e9f82f533b07 | jingpai |  Put success
2026-05-06T13:25:28.159793 | I | worker_oc_service_publish_impl.cpp:425 | kvc-jingpai-worker-7b9d7c9dfc-lkcph | 11:289 | cb9ebc35-323f-458e-be5a-e9f82f533b07 | jingpai |  The operations of worker Publish exceed 3ms: {}
2026-05-06T13:25:28.166423 | I | worker_oc_service_create_impl.cpp:56 | kvc-jingpai-worker-7b9d7c9dfc-lkcph | 11:290 | c689dedc-fb04-457b-aabe-7ea6f91f1775 | jingpai |  [Create] Receive create meta request, clientId: b36a6a9f-36bb-4dc7-af27-52a37566659e, objectKey: kv_test_13_0_27066890746170_0, cacheType: 0, size: 8388608
2026-05-06T13:25:28.166437 | I | worker_oc_service_create_impl.cpp:80 | kvc-jingpai-worker-7b9d7c9dfc-lkcph | 11:290 | c689dedc-fb04-457b-aabe-7ea6f91f1775 | jingpai |  [Client b36a6a9f-36bb-4dc7-af27-52a37566659e] [ObjectKey kv_test_13_0_27066890746170_0] The operations of worker Create exceed 3ms: {}
2026-05-06T13:25:28.166811 | I | worker_oc_service_publish_impl.cpp:357 | kvc-jingpai-worker-7b9d7c9dfc-lkcph | 11:293 | c689dedc-fb04-457b-aabe-7ea6f91f1775 | jingpai |  [ObjectKey kv_test_13_0_27066890746170_0] is being publishing [Sz: 8388608].
2026-05-06T13:25:28.166817 | I | worker_oc_service_publish_impl.cpp:310 | kvc-jingpai-worker-7b9d7c9dfc-lkcph | 11:293 | c689dedc-fb04-457b-aabe-7ea6f91f1775 | jingpai |  Client b36a6a9f-36bb-4dc7-af27-52a37566659e is putting the object kv_test_13_0_27066890746170_0, ReserveGetAndLock elapsed 0 ms.
2026-05-06T13:25:28.166821 | I | worker_oc_service_publish_impl.cpp:249 | kvc-jingpai-worker-7b9d7c9dfc-lkcph | 11:293 | c689dedc-fb04-457b-aabe-7ea6f91f1775 | jingpai |  Current life state: 0, next state: 1, ttl second: 5.
2026-05-06T13:25:28.166830 | I | worker_oc_service_publish_impl.cpp:134 | kvc-jingpai-worker-7b9d7c9dfc-lkcph | 11:293 | c689dedc-fb04-457b-aabe-7ea6f91f1775 | jingpai |  Create meta to master[192.168.235.189:31402], src=192.168.189.125:31402, dst=192.168.235.189:31402
2026-05-06T13:25:28.167107 | I | worker_oc_service_publish_impl.cpp:253 | kvc-jingpai-worker-7b9d7c9dfc-lkcph | 11:293 | c689dedc-fb04-457b-aabe-7ea6f91f1775 | jingpai |  Request to master success
2026-05-06T13:25:28.167122 | I | worker_oc_service_publish_impl.cpp:399 | kvc-jingpai-worker-7b9d7c9dfc-lkcph | 11:293 | c689dedc-fb04-457b-aabe-7ea6f91f1775 | jingpai |  Put success
2026-05-06T13:25:28.167129 | I | worker_oc_service_publish_impl.cpp:425 | kvc-jingpai-worker-7b9d7c9dfc-lkcph | 11:293 | c689dedc-fb04-457b-aabe-7ea6f91f1775 | jingpai |  The operations of worker Publish exceed 3ms: {}
2026-05-06T13:25:28.170858 | I | worker_oc_service_create_impl.cpp:56 | kvc-jingpai-worker-7b9d7c9dfc-lkcph | 11:291 | f7a51834-9478-4360-92b2-42c079c45a92 | jingpai |  [Create] Receive create meta request, clientId: b36a6a9f-36bb-4dc7-af27-52a37566659e, objectKey: kv_test_13_0_27066895124740_0, cacheType: 0, size: 8388608
2026-05-06T13:25:28.170880 | I | worker_oc_service_create_impl.cpp:80 | kvc-jingpai-worker-7b9d7c9dfc-lkcph | 11:291 | f7a51834-9478-4360-92b2-42c079c45a92 | jingpai |  [Client b36a6a9f-36bb-4dc7-af27-52a37566659e] [ObjectKey kv_test_13_0_27066895124740_0] The operations of worker Create exceed 3ms: {}
2026-05-06T13:25:28.171264 | I | worker_oc_service_publish_impl.cpp:357 | kvc-jingpai-worker-7b9d7c9dfc-lkcph | 11:292 | f7a51834-9478-4360-92b2-42c079c45a92 | jingpai |  [ObjectKey kv_test_13_0_27066895124740_0] is being publishing [Sz: 8388608].
